Transaction_ID,Date,Currency,Amount,Transaction_Type,Counterparty,Counterparty_Account,Bank_Name,Bank_Account,Source
3108650946,17-03-2025,JPY,12536.48,DEBIT,Horn Inc,GB41BMUR98165026362077,ICICI Bank,GB55PDVA99792976461216,MT940
4063642010,28-02-2025,GBP,10016.36,DEBIT,"Nichols, Hill and Chan",GB60SQAR70622895212033,HDFC Bank,GB57VGQL62798818604048,MT940
3882570439,22-02-2025,EUR,20726.1,DEBIT,"Collins, Walker and Paul",GB77BKPK40177814158913,ICICI Bank,GB24ZXCQ94007689656079,MT940
7513579922,06-03-2025,INR,43794.38,CREDIT,Chen-Santiago,GB51ORUS01276957790349,HDFC Bank,GB03ZMFM58205853174160,MT940
1158437260,21-02-2025,GBP,27440.02,CREDIT,"Crawford, Lynch and Powers",GB09JBXJ63384177544603,ICICI Bank,GB22VXBP94953918019976,MT940
2032790828,18-02-2025,INR,46774.89,DEBIT,Bennett LLC,GB51RRWG59025185483925,HDFC Bank,GB36PXJW39067619379663,MT940
1803962995,04-03-2025,USD,3108.25,DEBIT,"Fritz, Parker and Black",GB40JHEM38286042591945,Syndicate Bank,GB44NNHY15570117267936,MT940
9769157648,08-03-2025,JPY,33327.98,DEBIT,Freeman and Sons,GB17JXMC25174443441622,Syndicate Bank,GB29VMVJ59059567858191,MT940
7079154119,17-03-2025,INR,46401.13,CREDIT,Wright-Mendez,GB18JAPD36931000249538,ICICI Bank,GB20TAEV81203080092593,MT940
1685803735,15-03-2025,JPY,28824.69,DEBIT,Hammond-Preston,GB55HCBM36093595992844,HDFC Bank,GB87DGUB04898429604049,MT940
7768809640,08-03-2025,JPY,33362.08,CREDIT,"Owens, Day and Fields",GB90IACQ43520146438534,ICICI Bank,GB22FOJJ25729264935034,MT940
9394591341,07-03-2025,USD,47233.01,DEBIT,Miles Ltd,GB81RCMV38194567654320,ICICI Bank,GB84ABME66835223890814,MT940
9970678747,05-03-2025,USD,22975.01,DEBIT,Williams Ltd,GB29DJQN91171117434962,Syndicate Bank,GB07CHPH09118253484488,MT940
9914080214,19-02-2025,EUR,32783.48,DEBIT,"Bennett, Porter and Diaz",GB14SXAL50713370813039,ICICI Bank,GB32MIZO45469682647904,MT940
4583953709,19-02-2025,GBP,41740.35,DEBIT,Smith-Allen,GB45ZWTY35624245704629,HDFC Bank,GB62JEEE98314921024556,MT940
7427690577,21-02-2025,INR,2777.87,CREDIT,Gomez-Moore,GB87EKPJ81077114369325,Syndicate Bank,GB13OFEP46827057243862,MT940
9193291695,12-03-2025,JPY,25845.12,CREDIT,Hall LLC,GB77JIUZ55711635395723,Syndicate Bank,GB57XLNB59709971733295,MT940
9456565927,14-03-2025,GBP,31010.33,DEBIT,Jones and Sons,GB50OTJF68255905203187,HDFC Bank,GB42LPQW49884351281968,MT940
7627410982,24-02-2025,GBP,4273.47,DEBIT,"Butler, Carr and Mack",GB09VEBX34156485503937,Syndicate Bank,GB74OGVO11294079215071,MT940
8192270698,27-02-2025,USD,18949.96,DEBIT,Gilbert-Neal,GB85BSXS70935835537959,Syndicate Bank,GB74CPCC02896664316947,MT940
7024763212,09-03-2025,INR,32958.75,CREDIT,Brown-Watson,GB87FYGR61259695032500,ICICI Bank,GB23ADBI67790000786797,MT940
2058497349,06-03-2025,INR,21416.16,DEBIT,Hays Group,GB57YJPS43581109450692,HDFC Bank,GB13XOEQ61395040758723,MT940
3213046624,18-03-2025,EUR,41581.6,DEBIT,"Lee, Rodgers and Allen",GB68OXZS06429901721239,HDFC Bank,GB35INNT64519947630708,MT940
9893693211,04-03-2025,USD,37455.04,DEBIT,Watson-Cole,GB32LAQZ01300014491219,Syndicate Bank,GB67SBLZ79839989501791,MT940
8228414432,02-03-2025,GBP,28978.71,DEBIT,Jackson Ltd,GB41AUBV47021645186103,HDFC Bank,GB43UAQI13547152140787,MT940
1846225203,09-03-2025,JPY,30261.89,CREDIT,Rodriguez and Sons,GB28UKKO82386828448167,ICICI Bank,GB10LLBY45033977438643,MT940
2727070475,16-03-2025,JPY,8349.25,CREDIT,Brady PLC,GB83SGLF91276827369349,Syndicate Bank,GB77ZISF19343702373128,MT940
8621065925,15-03-2025,EUR,9830.8,DEBIT,Andrews Group,GB25QBAY84945768629022,HDFC Bank,GB40XQKV29435879188317,MT940
7246064922,28-02-2025,INR,15641.93,DEBIT,Garcia and Sons,GB31VBLZ42119008983777,HDFC Bank,GB52GFQB72458842800079,MT940
4439462619,27-02-2025,USD,1271.28,CREDIT,Jimenez-Jones,GB96XOFS94270667353083,Syndicate Bank,GB47ZLGQ53455691720655,MT940
2517142422,23-02-2025,EUR,6347.24,CREDIT,Stephenson-Hurley,GB19GZXQ97208762619379,ICICI Bank,GB26ZKLC30650002716538,MT940
7519786535,07-03-2025,JPY,38529.23,DEBIT,"Miller, Ibarra and Anderson",GB13XLRU35570462891405,HDFC Bank,GB65GPSR18416923941544,MT940
6842916801,08-03-2025,JPY,33010.45,CREDIT,"Martin, Knox and Jones",GB85YPYJ23249891572958,Syndicate Bank,GB31PLFG18153150338192,MT940
8461665464,20-02-2025,EUR,18617.34,DEBIT,Byrd Inc,GB58PABY35988920613190,ICICI Bank,GB77PKAF35506917525221,MT940
5272402232,13-03-2025,JPY,44614.72,CREDIT,Rasmussen LLC,GB95WCYL10556300994916,ICICI Bank,GB16ALSL88004628859288,MT940
1754261658,17-02-2025,GBP,36057.93,DEBIT,Davis-Hopkins,GB64RGSI64603660954933,ICICI Bank,GB33QNPE93920239077695,MT940
4825828001,18-03-2025,JPY,46813.72,DEBIT,Rivera and Sons,GB96QKXE20588580613429,HDFC Bank,GB47DCPH85472756429115,MT940
4311203159,17-03-2025,INR,45706.48,DEBIT,"Walters, Lopez and Roberts",GB32SXCW31742817249428,HDFC Bank,GB30KSRZ35009606551035,MT940
7288569417,05-03-2025,EUR,7691.81,DEBIT,"Blair, Arellano and Nunez",GB07LUCC31368987850281,HDFC Bank,GB44OGUE88118143281696,MT940
4858971177,06-03-2025,GBP,28051.99,DEBIT,Arias-Benitez,GB32ABWV14004325912703,HDFC Bank,GB41DEIM01871007143445,MT940
5411057340,24-02-2025,USD,49957.94,DEBIT,"Campbell, Roy and Franklin",GB03POPO37303042697419,Syndicate Bank,GB41HNXR59769847534496,MT940
4934314528,14-03-2025,JPY,33617.61,DEBIT,Lee Inc,GB33ZCRG10419236135815,Syndicate Bank,GB72MQRJ62087722056891,MT940
9203886431,21-02-2025,EUR,43922.32,DEBIT,"Norton, Wilson and Mccullough",GB03ZURI74677719284040,HDFC Bank,GB74HYXH10968524789282,MT940
2454897223,18-03-2025,GBP,4072.39,CREDIT,Johns-Velasquez,GB28MNIM18637653355761,ICICI Bank,GB28LNVE95797924505297,MT940
8667231388,16-03-2025,JPY,45929.54,CREDIT,Gutierrez-Gibson,GB15TBPI69617196026523,Syndicate Bank,GB36BYYR97945469422330,MT940
